camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,grade_date,record_date,inspection_type
41504624,THE ORIGINAL SOUPMAN,MANHATTAN,259,WEST   55 STREET,10019,2129560900,Soups,2017-04-26T00:00:00+00:00,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,4,A,2017-04-26T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50059126,CIELITO LINDO BISTRO,BROOKLYN,665,NOSTRAND AVE,11216,9293259689,Spanish,2017-02-07T00:00:00+00:00,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,24,,,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Initial Inspection
50018547,MANDEVILLES BISTRO,BROOKLYN,944,FLATBUSH AVE,11226,3474350092,Caribbean,2015-06-16T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,B,2015-06-16T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41485393,MY CORAL RESTAURANT,BROOKLYN,5401,4 AVENUE,11220,7184922009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-11-06T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50065072,GO GO CURRY,MANHATTAN,235,E 53RD ST,10022,6466785259,Japanese,2018-03-12T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50016101,TEXAS CHICKEN& BURGERS,BRONX,2660,3RD AVE,10454,3472719319,Chicken,2016-07-14T00:00:00+00:00,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11,A,2016-07-14T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41694992,IMPERIAL PALACE,QUEENS,13613,37 AVENUE,11354,7183580888,Chinese,2017-10-03T00:00:00+00:00,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,27,B,2017-10-03T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50035510,HING WON,MANHATTAN,48,W 48TH ST,10036,2127191451,Chinese,2016-07-22T00:00:00+00:00,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,53,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41632066,LOS TORITOS BAR RESTAURANT,QUEENS,7911,NORTHERN BLVD,11372,7185336381,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-08-10T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,34,C,2015-08-10T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41040475,GRAMERCY  ALE HOUSE,MANHATTAN,272,3 AVENUE,10010,6466783566,American,2016-06-24T00:00:00+00:00,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,C,2016-06-24T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Reopening Inspection
41329499,PEACHES,BROOKLYN,393-403,LEWIS AVENUE,11233,7189424162,Soul Food,2018-04-24T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,B,2018-04-24T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
40589546,EL CHIVITO D'ORO III,QUEENS,8402,37 AVENUE,11372,7184240600,Spanish,2015-02-02T00:00:00+00:00,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40750264,TIMES SQUARE CAFE,MANHATTAN,1535,BROADWAY,10036,2123981900,American,2017-03-06T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,19,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40402709,METROPOLITAN MUSEUM EMPLOYEE CAFETERIA,MANHATTAN,1000,5 AVENUE,10028,2126502907,American,2016-04-08T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,2016-04-08T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40365546,REBEN LUNCHEONETTE,BROOKLYN,229,HAVEMEYER STREET,11211,7183887696,American,2018-03-29T00:00:00+00:00,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,18,B,2018-03-29T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41393637,DELICIAS MEXICANAS,MANHATTAN,2109,3 AVENUE,10029,2128283659,Mexican,2015-12-21T00:00:00+00:00,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13,A,2015-12-21T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50070271,HOLD FAST,MANHATTAN,364,W 46TH ST,10036,9172616691,American,2018-03-29T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,28,,,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Initial Inspection
41567826,TURQUOISE KOSHER FISH RESTAURANT,QUEENS,18923,UNION TURNPIKE,11366,7187767775,Jewish/Kosher,2018-08-01T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,2018-08-01T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40866304,DOMINO'S,QUEENS,2555,STEINWAY STREET,11103,7185453030,Pizza,2016-07-26T00:00:00+00:00,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,17,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50078237,NEW YORK EMPIRE MEAT INC,QUEENS,14946,41ST AVE,11355,7188598866,Korean,2018-08-25T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,30,Z,2018-08-25T00:00:00+00:00,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Re-inspection
41638021,SHANGHAI HEPING RESTAURANT,MANHATTAN,104,MOTT STREET,10013,2129251118,Chinese,2017-08-18T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,24,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41304897,BAR TANO,BROOKLYN,457,THRID AVENUE,,7184993400,Italian,2015-08-17T00:00:00+00:00,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,38,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50046487,SAPPHIRE INDIAN RESTAURANT,BROOKLYN,435,DEKALB AVE,11205,7186845777,Indian,2018-02-02T00:00:00+00:00,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,30,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50044413,LEILANY'S BAKERY,QUEENS,11402,JAMAICA AVE,11418,3472359423,Bakery,2018-08-07T00:00:00+00:00,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,33,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41360079,FIVE LEAVES,BROOKLYN,18,BEDFORD AVENUE,11222,7183835345,American,2015-10-28T00:00:00+00:00,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,23,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50072605,BORAN THAI CUISINE,BROOKLYN,462,COURT ST,11231,7184900207,Thai,2018-07-10T00:00:00+00:00,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,A,2018-07-10T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41604541,MUCHMORE'S,BROOKLYN,2,HAVEMEYER STREET,11211,7185763222,CafÃ©/Coffee/Tea,2015-03-19T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,2015-03-19T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
40969077,BOSTON MARKET,MANHATTAN,273,WEST   23 STREET,10011,2122061221,American,2016-01-22T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2016-01-22T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41076499,EL CAFETAL BAKERY,QUEENS,10225,JAMAICA AVENUE,11418,7188058204,Bakery,2018-04-19T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,31,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50036406,TEXAS CHICKEN & BURGER,BRONX,2168,WESTCHESTER AVE,10462,9176349902,Chicken,2018-07-05T00:00:00+00:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,61,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
40984272,LOS TEMERARIOS,QUEENS,8509,ROOSEVELT AVENUE,11372,7186511155,Mexican,2016-03-05T00:00:00+00:00,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50041455,DUNKIN' DONUTS,BROOKLYN,322,LIVINGSTON ST,11217,7188584218,Donuts,2016-11-04T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2016-11-04T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50045751,CHI KEN,BROOKLYN,5401,8TH AVE,11220,7186338877,Chicken,2016-06-06T00:00:00+00:00,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,2016-06-06T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40514147,CREATIVE EDGE CATERERS,MANHATTAN,110,BARROW STREET,10014,2127413000,American,2015-03-12T00:00:00+00:00,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,19,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50013203,CREPE 'N' TEARIA,QUEENS,17707,UNION TPKE,11366,7183800887,French,2015-05-27T00:00:00+00:00,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,2015-05-27T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
40958354,DELMAR PIZZERIA,BROOKLYN,1668,SHEEPSHEAD BAY ROAD,11235,7187697766,Pizza/Italian,2017-11-01T00:00:00+00:00,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,28,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50075257,DEVOCION,BROOKLYN,300,LIVINGSTON ST,11217,7182856180,CafÃ©/Coffee/Tea,2018-03-27T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,,,2018-10-09T06:00:44+00:00,Pre-permit (Non-operational) / Initial Inspection
40855909,TARALLUCCI E VINO,MANHATTAN,163,1 AVENUE,10003,2123881190,Italian,2016-10-20T00:00:00+00:00,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,2018-10-09T06:00:44+00:00,Trans Fat / Compliance Inspection
41541587,PIER 79/NY WATERWAY SEATTLE CAFE,MANHATTAN,PIER 79,W 38TH ST,10018,917536391_,American,2017-01-20T00:00:00+00:00,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,46,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41721393,DUNKIN' DONUTS,BROOKLYN,1014,FLATBUSH AVENUE,11226,3472401831,Donuts,2015-11-19T00:00:00+00:00,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7,A,2015-11-19T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40570920,PADDY REILLY'S BAR,MANHATTAN,519,2 AVENUE,10016,2126861210,"Bottled beverages, including water, sodas, juices, etc.",2017-09-26T00:00:00+00:00,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,2018-10-09T06:00:44+00:00,Administrative Miscellaneous / Initial Inspection
50069090,MAISON KAYSER,MANHATTAN,1400,BROADWAY,10018,2126514800,French,2018-01-26T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2018-01-26T00:00:00+00:00,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Re-inspection
50004698,ROSEBANK PIZZA,STATEN ISLAND,1372,BAY ST,10305,7184475300,Pizza/Italian,2017-07-11T00:00:00+00:00,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,2017-07-11T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41297782,UGLY KITCHEN,MANHATTAN,103,1 AVENUE,10003,2127776677,Asian,2016-05-11T00:00:00+00:00,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41547796,THE BOMOND RESTAURANT,STATEN ISLAND,4072,HYLAN BOULEVARD,10308,7189671615,Russian,2015-05-16T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2015-05-16T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50007745,THE SMILE OF THE BEYOND,QUEENS,8614,PARSONS BLVD,11432,7187397453,Vegetarian,2018-01-22T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14,B,2018-01-22T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50034689,CAMBRIA HOTELS & SUITES NEW YORK-CHELSEA,MANHATTAN,123,W 28TH ST,10001,2129041125,American,2015-07-07T00:00:00+00:00,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,2015-07-07T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50051927,KENNEDY FRIED CHICKEN,MANHATTAN,2232,3RD AVE,10035,7182106999,Chicken,2017-09-19T00:00:00+00:00,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,9,A,2017-09-19T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41623543,HALE & HEARTY SOUP,MANHATTAN,111,FULTON STREET,10038,6464540052,American,2017-08-17T00:00:00+00:00,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,7,A,2017-08-17T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40704315,RAMEN-YA,MANHATTAN,181,WEST    4 STREET,10014,2129895440,Japanese,2018-09-18T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50035297,PAPI'S GRILL,BROOKLYN,161,7TH AVE,11215,9179090589,Mexican,2016-02-01T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41335952,EUROPAN CAFE(M11)/EUROCREPE (M4A),QUEENS,0,JFK AIRPORT,11430,7186561500,CafÃ©/Coffee/Tea,2017-02-23T00:00:00+00:00,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50015637,LITTLE MO,BROOKLYN,1158,MYRTLE AVE,11221,9292108100,Vietnamese/Cambodian/Malaysia,2016-12-07T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,21,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41517779,HAPPY KITCHEN,QUEENS,8012,37 AVENUE,11372,7188031600,Japanese,2016-04-13T00:00:00+00:00,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,2016-04-13T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40756088,TRES CORONAS BAR,QUEENS,5323,ROOSEVELT AVENUE,11377,7186513564,Mexican,2015-05-07T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50054940,RAMA THAI CUISINE,QUEENS,881,WOODWARD AVE,11385,6462078989,Thai,2018-02-07T00:00:00+00:00,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,17,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41030615,SERAFINA BROADWAY,MANHATTAN,210,WEST   55 STREET,10019,2123151700,Italian,2018-02-12T00:00:00+00:00,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,11,A,2018-02-12T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50077848,GLORIA JEANS COFFEE,STATEN ISLAND,2655,RICHMOND AVE,10314,7322666069,CafÃ©/Coffee/Tea,2018-05-25T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,,,2018-10-09T06:00:44+00:00,Pre-permit (Non-operational) / Initial Inspection
50036898,SUSHI SUSHI,MANHATTAN,126,MACDOUGAL ST,10012,2124774000,Japanese,2017-08-09T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,2017-08-09T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41640977,SAL'S PIZZA,BRONX,3167,BAINBRIDGE AVENUE,10467,7188810940,Pizza,2017-12-28T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,23,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40697593,ENID'S,BROOKLYN,560,MANHATTAN AVENUE,11222,7183493859,Soul Food,2017-10-28T00:00:00+00:00,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7,A,2017-10-28T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50032642,DELICACY,MANHATTAN,12,E 44TH ST,10017,2126974444,Delicatessen,2015-11-23T00:00:00+00:00,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,9,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41193094,OLD FASHION CONEY ISLAND FOOD,BROOKLYN,3019,WEST   12 STREET,11224,9175538579,American,2017-08-05T00:00:00+00:00,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,30,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40423830,CHAMPION BAKERY,BRONX,3978,WHITE PLAINS ROAD,10466,7187981203,Hawaiian,2016-06-15T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2016-06-15T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50012613,PARK HYATT NEW YORK,MANHATTAN,153,W 57TH ST,10019,6467741234,American,2016-10-21T00:00:00+00:00,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,,,,2018-10-09T06:00:44+00:00,Administrative Miscellaneous / Initial Inspection
41205309,JOE G  RESTAURANT (DA VINCI HOTEL),MANHATTAN,244,WEST   56 STREET,10019,2127653160,Italian,2017-07-10T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,2017-07-10T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50060771,HAPPY WOK,QUEENS,6619,BEACH CHANNEL DR,11692,7189451202,Chinese,2018-10-04T00:00:00+00:00,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,38,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50037694,PHO HOANG,QUEENS,4101,KISSENA BLVD,11355,7187626151,Vietnamese/Cambodian/Malaysia,2018-07-19T00:00:00+00:00,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,27,B,2018-07-19T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50047910,MAMOUN'S FALAFEL,MANHATTAN,30,SAINT MARKS PL,10003,6468705785,Middle Eastern,2016-05-31T00:00:00+00:00,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,58,,,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Initial Inspection
50073635,SHASHLICHNAYA,QUEENS,9630,QUEENS BLVD,11374,7184409577,Jewish/Kosher,2018-03-14T00:00:00+00:00,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17,,,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Initial Inspection
41247333,DELICIAS MANABITAS RESTAURANT,QUEENS,4205,35 AVENUE,11101,7183492302,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-06-29T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14,B,2017-06-29T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41247555,AU BON PAIN,QUEENS,0,LAGUARDIA AIRPORT,11369,7186392891,Sandwiches/Salads/Mixed Buffet,2018-09-20T00:00:00+00:00,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,2018-09-20T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41074128,YER MAN'S IRISH PUB,QUEENS,7026,88 STREET,11385,7188944442,Irish,2016-12-13T00:00:00+00:00,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,2016-12-13T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
