State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
NEW YORK,QUEENS,2017-62,SCHWARTZ,BROWN,NARCOTICS,"WC,TX",D,05/05/2017,30,0,30,INSTALLED AND USED,21,80,8,"1,687",4,"4,200","2,100",10,0,,1,,2,,
NEW YORK,QUEENS,2017-63,SCHWARTZ,BROWN,NARCOTICS,"WC,TX",D,04/07/2017,30,1,60,INSTALLED AND USED,49,96,15,"4,728",94,"9,800","4,900",10,0,,1,,2,,
NEW YORK,QUEENS,2017-64,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,05/12/2017,28,0,28,INSTALLED AND USED,28,60,13,"1,688",54,"5,600","2,800",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-65,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,04/13/2017,28,1,57,INSTALLED AND USED,57,5,8,315,72,"11,400","5,700",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-66,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,10/27/2016,28,7,227,INSTALLED AND USED,227,572,262,"129,929",646,"45,400","22,700",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-67,DUFFICY,BROWN,NARCOTICS,"WC,TX",D,04/04/2017,30,2,90,INSTALLED AND USED,74,115,38,"8,528",298,"14,800","7,400",7,0,0,0,0,2,,
NEW YORK,QUEENS,2017-68,SCHWARTZ,BROWN,NARCOTICS,"WC,TX",D,12/15/2016,30,6,210,INSTALLED AND USED,198,438,80,"86,867","1,588","39,600","19,800",10,0,,1,,2,,
NEW YORK,QUEENS,2017-69,SCHWARTZ,BROWN,NARCOTICS,"WC,TX",D,02/11/2017,30,4,150,INSTALLED AND USED,138,639,90,"88,187","1,433","27,600","13,800",10,0,,1,,2,,
NEW YORK,QUEENS,2017-70,SCHWARTZ,BROWN,NARCOTICS,"WC,TX",D,04/07/2017,30,2,90,INSTALLED AND USED,81,90,21,"7,327",240,"16,200","8,100",10,0,,1,,2,,
NEW YORK,QUEENS,2017-71,SCHWARTZ,BROWN,NARCOTICS,"WC,TX",D,03/11/2017,30,3,120,INSTALLED AND USED,120,43,67,"5,246",234,"24,000","12,000",10,0,,1,,2,,
NEW YORK,QUEENS,2017-72,SCHWARTZ,BROWN,NARCOTICS,"WC,TX",D,05/05/2017,30,1,60,INSTALLED AND USED,53,48,12,"2,568",322,"10,600","5,300",10,0,,1,,2,,
NEW YORK,QUEENS,2017-73,DUFFICY,BROWN,NARCOTICS,"WC,TX",D,06/01/2017,30,0,30,INSTALLED AND USED,28,62,19,"1,741",47,"5,600","2,800",7,0,0,0,0,2,,
NEW YORK,QUEENS,2017-74,DUFFICY,BROWN,NARCOTICS,"WC,TX",D,05/03/2017,30,1,60,INSTALLED AND USED,57,91,22,"5,204",55,"11,400","5,700",7,0,0,0,0,2,,
NEW YORK,QUEENS,2017-75,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,03/17/2017,28,3,112,INSTALLED AND USED,112,87,68,"9,835",375,"22,400","11,200",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-76,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,04/13/2017,28,2,84,INSTALLED AND USED,84,31,29,"2,636",90,"16,800","8,400",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-77,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,01/19/2017,29,5,170,INSTALLED AND USED,170,97,118,"16,611","1,160","34,000","17,000",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-78,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,03/17/2017,28,3,112,INSTALLED AND USED,112,22,116,"2,477",168,"22,400","11,200",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-79,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,06/09/2017,28,1,57,INSTALLED AND USED,57,24,33,"1,396",153,"11,400","5,700",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-80,MCDONALD,BROWN,DRUGS - ILLEGAL,"WC,TX",D,07/06/2017,30,0,30,INSTALLED AND USED,29,62,49,"1,823",124,"5,800","2,900",15,0,0,0,0,5,,
NEW YORK,QUEENS,2017-81,MCDONALD,BROWN,DRUGS - ILLEGAL,"WC,TX",D,07/06/2017,30,0,30,INSTALLED AND USED,29,14,37,432,7,"5,800","2,900",15,0,0,0,0,5,,
NEW YORK,QUEENS,2017-82,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,03/17/2017,28,4,141,INSTALLED AND USED,141,72,76,"10,266","1,625","28,200","14,100",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-83,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,06/09/2017,27,2,84,INSTALLED AND USED,84,8,8,746,91,"16,800","8,400",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-84,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,07/06/2017,29,2,85,INSTALLED AND USED,85,158,42,"13,494","1,221","17,000","8,500",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-85,MCDONALD,BROWN,DRUGS - ILLEGAL,"WC,TX",D,08/03/2017,30,1,60,INSTALLED AND USED,56,13,58,745,42,"11,200","5,600",15,0,0,0,0,5,,
NEW YORK,QUEENS,2017-86,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,08/03/2017,28,1,57,INSTALLED AND USED,55,340,31,"18,743",226,"11,000","5,500",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-87,MCDONALD,BROWN,DRUGS - ILLEGAL,"WC,TX",D,05/10/2017,30,5,180,INSTALLED AND USED,150,12,355,"1,832",269,"30,000","15,000",15,0,0,0,0,5,,
NEW YORK,QUEENS,2017-88,MCDONALD,BROWN,DRUGS - ILLEGAL,"WC,TX",D,08/31/2017,30,1,60,INSTALLED AND USED,37,35,96,"1,326",27,"7,400","3,700",15,0,0,0,0,5,,
NEW YORK,QUEENS,2017-89,MCDONALD,BROWN,DRUGS - ILLEGAL,"WC,TX",D,08/03/2017,30,2,90,INSTALLED AND USED,65,10,104,683,15,"13,000","6,500",15,0,0,0,0,5,,
NEW YORK,QUEENS,2017-90,MCDONALD,BROWN,DRUGS - ILLEGAL,"WC,TX",D,05/10/2017,30,5,180,INSTALLED AND USED,150,85,267,"12,817",958,"30,000","15,000",15,0,0,0,0,5,,
NEW YORK,QUEENS,2017-91,MCDONALD,BROWN,DRUGS - ILLEGAL,"WC,TX",D,06/08/2017,30,2,90,INSTALLED AND USED,67,12,80,805,85,"13,400","6,700",15,0,0,0,0,5,,
NEW YORK,QUEENS,2017-92,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,08/31/2017,29,1,57,INSTALLED AND USED,57,51,18,"2,935",126,"11,400","5,700",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-93,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,09/27/2017,28,0,28,INSTALLED AND USED,28,38,11,"1,089",53,"5,600","2,800",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-94,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,08/31/2017,29,1,57,INSTALLED AND USED,57,33,15,"1,916",192,"11,400","5,700",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-95,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,08/31/2017,29,1,57,INSTALLED AND USED,57,130,77,"7,425",406,"11,400","5,700",20,0,0,0,0,3,,
NEW YORK,QUEENS,2017-96,MCDONALD,BROWN,NARCOTICS,"WC,TX",D,08/03/2017,28,2,85,INSTALLED AND USED,85,69,21,"5,937",563,"17,000","8,500",20,0,0,0,0,3,,
NEW YORK,ROCKLAND,2017-1,ZUCKERMAN,ZUGIBE,DRUGS - ILLEGAL,WC,D,11/03/2016,30,10,330,INSTALLED AND USED,188,188,886,"35,418","19,323","539,231","13,098",9,0,,,,8,,
NEW YORK,ROCKLAND,2017-2,ZUCKERMAN,ZUGIBE,DRUGS - ILLEGAL,WC,D,07/31/2017,30,5,180,INSTALLED AND USED,114,281,501,"32,051","16,671","377,944","9,050",,,,,,,,
NEW YORK,ROCKLAND,2017-3,ZUCKERMAN,ZUGIBE,GAMBLING,"WC,EE,TX",D,11/09/2016,30,36,"1,110",INSTALLED AND USED,,,,,,"73,585","1,463",,,,,,,,
NEW YORK,SUFFOLK,2014-25,AMBRO,SPOTA,NARCOTICS,WC,D,02/14/2014,14,0,14,INSTALLED AND USED,12,58,7,699,204,"83,158","2,320",14,,,,,10,,RELATED TO NO. 2014-29
NEW YORK,SUFFOLK,2014-26,AMBRO,SPOTA,NARCOTICS,WC,D,02/04/2014,18,1,35,INSTALLED AND USED,35,61,17,"2,163",474,"214,981",743,14,,,,,10,,RELATED TO NO. 2014-29
NEW YORK,SUFFOLK,2014-27,AMBRO,SPOTA,NARCOTICS,WC,D,01/23/2014,30,1,47,INSTALLED AND USED,44,44,23,"1,968",348,"268,928","2,490",14,,,,,10,RELATED TO NO. 2014-29,RELATED TO NO. 2014-29
NEW YORK,SUFFOLK,2014-28,AMBRO,SPOTA,NARCOTICS,WC,D,02/26/2014,12,0,12,INSTALLED AND USED,9,80,9,724,423,"63,898",460,14,,,,,10,,RELATED TO NO. 2014-29
NEW YORK,SUFFOLK,2014-29,AMBRO,SPOTA,NARCOTICS,WC,D,01/23/2014,30,1,47,INSTALLED AND USED,44,110,42,"4,871","1,767","268,928","2,490",14,,,,,10,,
NEW YORK,SUFFOLK,2014-30,HUDSON,SPOTA,GAMBLING,WC,D,12/02/2013,30,3,120,INSTALLED AND USED,116,0,8,10,6,"214,986","31,731",7,,,,,,RELATED TO NO. 2014-31,RELATED TO NO. 2014-31
NEW YORK,SUFFOLK,2014-31,HUDSON,SPOTA,GAMBLING,WC,D,12/02/2013,30,3,120,INSTALLED AND USED,120,58,75,"7,000",400,"214,986","31,731",7,,,,,,,
NEW YORK,SUFFOLK,2014-32,HUDSON,SPOTA,GAMBLING,WC,D,01/06/2014,30,2,90,INSTALLED AND USED,72,5,30,400,35,,,,,,,,,RELATED TO NO. 2014-31,RELATED TO NO. 2014-31
NEW YORK,SUFFOLK,2014-33,HUDSON,SPOTA,GAMBLING,WC,D,02/21/2014,30,0,30,INSTALLED AND USED,30,10,20,300,30,"214,986","31,731",7,,,,,,RELATED TO NO. 2014-31,RELATED TO NO. 2014-31
NEW YORK,SUFFOLK,2014-34,AMBRO,SPOTA,NARCOTICS,WC,D,02/28/2014,30,0,30,INSTALLED AND USED,27,0,2,3,0,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-35,AMBRO,SPOTA,NARCOTICS,WC,D,02/26/2014,30,0,30,INSTALLED AND USED,30,20,82,627,110,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-36,AMBRO,SPOTA,NARCOTICS,WC,D,02/26/2014,30,0,30,INSTALLED AND USED,30,5,56,151,0,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-37,AMBRO,SPOTA,NARCOTICS,WC,D,01/30/2014,30,2,90,INSTALLED AND USED,86,47,317,"4,109",243,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-38,AMBRO,SPOTA,NARCOTICS,WC,D,03/27/2014,30,1,60,INSTALLED AND USED,60,44,150,"2,651",268,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-39,EFMAN,SPOTA,NARCOTICS,WC,D,05/22/2014,30,0,30,INSTALLED AND USED,12,0,0,0,0,"705,181","16,921",,,,,,,,RELATED TO NO. 2014-54
NEW YORK,SUFFOLK,2014-40,AMBRO,SPOTA,NARCOTICS,WC,D,04/25/2014,30,1,60,INSTALLED AND USED,54,145,137,"7,846",530,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-41,AMBRO,SPOTA,NARCOTICS,WC,D,03/27/2014,30,2,90,INSTALLED AND USED,82,33,232,"2,756",330,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-42,AMBRO,SPOTA,NARCOTICS,WC,D,04/25/2014,30,1,60,INSTALLED AND USED,54,4,27,233,109,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-43,AMBRO,SPOTA,NARCOTICS,WC,D,05/12/2014,30,1,60,INSTALLED AND USED,37,39,51,"1,469",617,,,,,,,,,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-44,AMBRO,SPOTA,NARCOTICS,WC,D,01/30/2014,30,4,150,INSTALLED AND USED,137,46,163,"6,335",132,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-45,AMBRO,SPOTA,NARCOTICS,WC,D,04/25/2014,30,1,60,INSTALLED AND USED,54,9,30,500,84,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-46,AMBRO,SPOTA,NARCOTICS,WC,D,01/30/2014,30,4,150,INSTALLED AND USED,137,89,938,"12,196",566,"741,083","91,710",23,,,,,3,,
NEW YORK,SUFFOLK,2014-47,AMBRO,SPOTA,NARCOTICS,WC,D,04/25/2014,30,1,60,INSTALLED AND USED,54,3,11,213,100,"741,083","91,710",23,,,,,3,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-48,AMBRO,SPOTA,NARCOTICS,WC,D,04/28/2014,30,1,60,INSTALLED AND USED,51,34,24,"1,781","1,429",,,,,,,,,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-49,AMBRO,SPOTA,NARCOTICS,WC,D,05/12/2014,30,1,60,INSTALLED AND USED,37,171,88,"6,347",203,,,,,,,,,RELATED TO NO. 2014-46,RELATED TO NO. 2014-46
NEW YORK,SUFFOLK,2014-50,EFMAN,SPOTA,NARCOTICS,WC,D,05/23/2014,30,1,60,INSTALLED AND USED,38,312,59,"11,857","3,787","705,181","16,921",24,,,,,,RELATED TO NO. 2014-39,
NEW YORK,SUFFOLK,2014-51,EFMAN,SPOTA,NARCOTICS,WC,D,07/01/2014,30,0,30,INSTALLED AND USED,30,267,39,"8,015","1,930","705,181","16,921",24,,,,,,RELATED TO NO. 2014-39,
NEW YORK,SUFFOLK,2014-52,EFMAN,SPOTA,NARCOTICS,WC,D,07/17/2014,13,0,13,INSTALLED AND USED,13,285,8,"3,712",205,,,,,,,,,RELATED TO NO. 2014-39,RELATED TO NO. 2014-54
NEW YORK,SUFFOLK,2014-53,EFMAN,SPOTA,NARCOTICS,WC,D,06/06/2014,14,2,54,INSTALLED AND USED,54,272,25,"14,740",800,"705,181","16,921",24,,,,,,RELATED TO NO. 2014-39,
NEW YORK,SUFFOLK,2014-54,EFMAN,SPOTA,NARCOTICS,WC,D,05/22/2014,30,2,71,INSTALLED AND USED,71,140,26,"9,973",977,"705,181","16,921",24,,,,,,RELATED TO NO. 2014-39,
NEW YORK,SUFFOLK,2014-55,EFMAN,SPOTA,NARCOTICS,WC,D,09/11/2014,30,0,30,INSTALLED AND USED,28,79,9,"2,237",294,"639,562","1,538",8,,,,,,,
NEW YORK,SUFFOLK,2014-56,EFMAN,SPOTA,NARCOTICS,WC,D,09/11/2014,30,0,30,INSTALLED AND USED,30,8,,260,6,"640,024","2,000",8,,,,,,,
NEW YORK,SUFFOLK,2014-57,EFMAN,SPOTA,NARCOTICS,WC,D,09/29/2014,30,0,30,INSTALLED AND USED,20,0,,10,,"639,899","1,875",8,,,,,,,RELATED TO NO. 2014-56
NEW YORK,SUFFOLK,2014-58,TOOMEY,SPOTA,NARCOTICS,WC,D,09/25/2014,30,0,30,INSTALLED AND USED,28,120,24,"3,383",231,"87,500","2,500",7,,,,,,,
NEW YORK,SUFFOLK,2014-59,TOOMEY,SPOTA,NARCOTICS,WC,D,09/25/2014,30,0,30,INSTALLED AND USED,28,2,3,59,,"86,900","1,900",7,,,,,,,RELATED TO NO. 2014-58
NEW YORK,SUFFOLK,2014-60,AMBRO,SPOTA,NARCOTICS,WC,D,09/29/2014,12,1,41,INSTALLED AND USED,32,29,10,939,360,"640,924","2,900",8,,,,,,,RELATED TO NO. 2014-56
NEW YORK,SUFFOLK,2014-61,AMBRO,SPOTA,NARCOTICS,WC,D,10/10/2014,29,0,29,INSTALLED AND USED,27,172,3,"4,644",258,"638,676",652,7,,,,,,,RELATED TO NO. 2014-56
NEW YORK,SUFFOLK,2014-62,AMBRO,SPOTA,NARCOTICS,WC,D,09/29/2014,12,1,41,INSTALLED AND USED,40,175,28,"7,022","1,095","640,276","2,252",8,,,,,,,RELATED TO NO. 2014-56
NEW YORK,SUFFOLK,2014-63,CONDON,SPOTA,NARCOTICS,WC,D,10/30/2014,28,0,28,INSTALLED AND USED,27,77,40,"2,099",,"88,000","3,000",,,,,,,,RELATED TO NO. 2014-58
NEW YORK,SUFFOLK,2014-64,AMBRO,SPOTA,NARCOTICS,WC,D,09/11/2014,30,1,59,INSTALLED AND USED,57,392,59,"22,349","7,577","640,899","2,875",8,,,,,,,RELATED TO NO. 2014-56
NEW YORK,SUFFOLK,2014-65,CONDON,SPOTA,NARCOTICS,WC,D,11/19/2014,8,0,8,INSTALLED AND USED,8,117,44,940,472,"38,000","3,000",,,,,,,,RELATED TO NO. 2014-58
NEW YORK,SUFFOLK,2014-66,CONDON,SPOTA,NARCOTICS,WC,D,11/19/2014,8,0,8,INSTALLED AND USED,8,0,1,2,,"8,500","3,000",,,,,,,,RELATED TO NO. 2014-58
NEW YORK,SUFFOLK,2014-67,TOOMEY,SPOTA,NARCOTICS,WC,D,10/03/2014,28,1,56,INSTALLED AND USED,52,138,45,"7,189","4,253","88,000","3,000",7,,,,,,,RELATED TO NO. 2014-58
NEW YORK,SUFFOLK,2014-68,TOOMEY,SPOTA,NARCOTICS,WC,D,10/03/2014,28,1,56,INSTALLED AND USED,52,124,18,"6,476",938,"87,300","2,300",7,,,,,,,RELATED TO NO. 2014-58
NEW YORK,SUFFOLK,2014-69,CONDON,SPOTA,NARCOTICS,WC,D,10/30/2014,28,0,28,INSTALLED AND USED,27,163,32,"4,415",625,"88,200","3,200",,,,,,,,RELATED TO NO. 2014-58
NEW YORK,SUFFOLK,2014-70,CONDON,SPOTA,NARCOTICS,WC,D,10/30/2014,28,0,28,INSTALLED AND USED,3,1,3,5,,"5,500","3,000",,,,,,,,RELATED TO NO. 2014-58
NEW YORK,SUFFOLK,2014-150,AMBRO,SPOTA,NARCOTICS,WC,D,04/25/2014,30,0,30,NEVER INSTALLED,,,,,,,,,,,,,,,
NEW YORK,SUFFOLK,2014-151,EFMAN,SPOTA,NARCOTICS,WC,D,09/09/2014,30,0,30,NEVER INSTALLED,,,,,,,,,,,,,,,
NEW YORK,SUFFOLK,2014-152,EFMAN,SPOTA,NARCOTICS,WC,D,09/09/2014,30,0,30,NEVER INSTALLED,,,,,,,,,,,,,,,
NEW YORK,SUFFOLK,2014-153,EFMAN,SPOTA,NARCOTICS,WC,D,09/09/2014,30,0,30,NEVER INSTALLED,,,,,,,,,,,,,,,
NEW YORK,SUFFOLK,2015-80,AMBRO,SPOTA,NARCOTICS,WC,D,03/27/2015,14,1,29,INSTALLED AND USED,25,20,11,510,133,"924,091",482,11,,,,,8,,RELATED TO NO. 2015-82
NEW YORK,SUFFOLK,2015-81,AMBRO,SPOTA,NARCOTICS,WC,D,03/18/2015,23,1,38,INSTALLED AND USED,36,108,16,"3,903",590,"926,849","3,240",11,,,,,8,,RELATED TO NO. 2015-82
NEW YORK,SUFFOLK,2015-82,AMBRO,SPOTA,NARCOTICS,WC,D,03/12/2015,29,2,75,INSTALLED AND USED,74,153,19,"11,370",840,"929,855","6,246",11,,,,,8,,
NEW YORK,SUFFOLK,2015-83,AMBRO,SPOTA,NARCOTICS,WC,D,03/27/2015,15,2,61,INSTALLED AND USED,59,5,11,347,82,"925,543","1,934",11,,,,,8,,RELATED TO NO. 2015-82
NEW YORK,SUFFOLK,2015-84,AMBRO,SPOTA,NARCOTICS,WC,D,05/01/2015,23,0,23,INSTALLED AND USED,23,200,6,"4,603",204,"924,989","1,380",15,,,,,10,,RELATED TO NO. 2015-82
NEW YORK,SUFFOLK,2015-85,COLLINS,SPOTA,NARCOTICS,WC,D,05/13/2015,24,0,24,INSTALLED AND USED,24,185,10,"4,454",476,"131,374","1,230",15,,,,,10,,RELATED TO NO. 2015-87
NEW YORK,SUFFOLK,2015-86,COLLINS,SPOTA,NARCOTICS,WC,D,04/16/2015,28,1,52,INSTALLED AND USED,50,273,12,"13,678","1,016","130,144",0,15,,,,,10,,RELATED TO NO. 2015-87
NEW YORK,SUFFOLK,2015-87,COLLINS,SPOTA,NARCOTICS,WC,D,04/16/2015,28,1,52,INSTALLED AND USED,50,180,50,"9,041","5,413","130,594",450,15,,,,,10,,
NEW YORK,SUFFOLK,2015-88,COLLINS,SPOTA,NARCOTICS,WC,D,05/13/2015,24,0,24,INSTALLED AND USED,24,431,50,"10,360","5,857","130,144",0,15,,,,,10,,RELATED TO NO. 2015-87
NEW YORK,SUFFOLK,2015-89,AMBRO,SPOTA,NARCOTICS,WC,D,05/14/2015,16,1,28,INSTALLED AND USED,28,32,13,904,347,"924,261",652,15,,,,,10,,RELATED TO NO. 2015-82
NEW YORK,SUFFOLK,2015-90,AMBRO,SPOTA,NARCOTICS,WC,D,05/01/2015,14,2,42,INSTALLED AND USED,41,125,17,"5,141","1,429","926,229","2,620",15,,,,,10,,RELATED TO NO. 2015-82
NEW YORK,SUFFOLK,2015-91,AMBRO,SPOTA,NARCOTICS,WC,D,05/29/2015,12,0,12,INSTALLED AND USED,12,121,15,"1,459",795,"923,609",0,15,,,,,10,,RELATED TO NO. 2015-82
NEW YORK,SUFFOLK,2015-92,BRASLOW,SPOTA,NARCOTICS,WC,D,09/22/2015,30,0,30,INSTALLED AND USED,30,21,92,657,129,"766,272","37,806",7,,,,,,,RELATED TO NO. 2015-96
NEW YORK,SUFFOLK,2015-93,TOOMEY,SPOTA,NARCOTICS,WC,D,10/09/2015,14,0,14,INSTALLED AND USED,14,0,4,1,1,"300,302","2,667",5,,,,,,,
NEW YORK,SUFFOLK,2015-94,BRASLOW,SPOTA,NARCOTICS,WC,D,10/19/2015,14,0,14,INSTALLED AND USED,12,34,54,415,204,"765,622","37,156",7,,,,,,,RELATED TO NO. 2015-96
NEW YORK,SUFFOLK,2015-95,BRASLOW,SPOTA,NARCOTICS,WC,D,09/29/2015,22,1,35,INSTALLED AND USED,33,28,30,948,580,"768,922","40,456",7,,,,,,,RELATED TO NO. 2015-96
NEW YORK,SUFFOLK,2015-96,BRASLOW,SPOTA,NARCOTICS,WC,D,09/22/2015,29,1,42,INSTALLED AND USED,41,60,136,"2,480",390,"763,760","35,294",7,,,,,,,
NEW YORK,SUFFOLK,2015-97,BRASLOW,SPOTA,NARCOTICS,WC,D,09/22/2015,29,1,42,INSTALLED AND USED,41,149,72,"6,131","5,199","767,027","38,561",7,,,,,,,RELATED TO NO. 2015-96
NEW YORK,SUFFOLK,2015-98,BRASLOW,SPOTA,NARCOTICS,WC,D,09/22/2015,29,1,43,INSTALLED AND USED,42,47,112,"2,010",865,"766,622","38,156",7,,,,,,,RELATED TO NO. 2015-96
NEW YORK,SUFFOLK,2015-99,CAMACHO,SPOTA,LARCENY,WC,D,10/02/2015,30,2,90,INSTALLED AND USED,62,40,195,"2,524",180,"225,367","15,012",,,,,,,,
NEW YORK,SUFFOLK,2015-100,CAMACHO,SPOTA,LARCENY,WC,D,10/02/2015,30,2,90,INSTALLED AND USED,62,70,240,"4,342",300,"225,367","15,012",,,,,,,RELATED TO NO. 2015-99,
NEW YORK,SUFFOLK,2016-68,TOOMEY,SPOTA,NARCOTICS,WC,D,02/05/2016,20,0,20,INSTALLED AND USED,20,128,77,"2,576",181,"664,797","7,600",3,,,,,2,,RELATED TO NO. 2016-70
NEW YORK,SUFFOLK,2016-69,TOOMEY,SPOTA,NARCOTICS,WC,D,02/11/2016,14,0,14,INSTALLED AND USED,14,168,85,"2,358",557,"659,557","2,360",3,,,,,2,,RELATED TO NO. 2016-70
NEW YORK,SUFFOLK,2016-70,TOOMEY,SPOTA,NARCOTICS,WC,D,01/14/2016,23,1,43,INSTALLED AND USED,32,468,120,"15,003","6,275","659,021","1,824",3,,,,,2,,
NEW YORK,SUFFOLK,2016-71,AMBRO,SPOTA,NARCOTICS,WC,D,02/26/2016,1,0,1,INSTALLED AND USED,1,1,0,1,0,"1,275,477",0,8,,,,,8,,RELATED TO NO. 2016-77
NEW YORK,SUFFOLK,2016-72,AMBRO,SPOTA,NARCOTICS,WC,D,02/26/2016,29,0,29,INSTALLED AND USED,18,23,6,424,0,"1,276,882","1,405",8,,,,,8,,RELATED TO NO. 2016-77
NEW YORK,SUFFOLK,2016-73,AMBRO,SPOTA,NARCOTICS,WC,D,03/03/2016,15,1,42,INSTALLED AND USED,39,97,45,"3,785",806,"1,277,692","2,215",8,,,,,8,,RELATED TO NO. 2016-77
NEW YORK,SUFFOLK,2016-74,AMBRO,SPOTA,NARCOTICS,WC,D,03/24/2016,20,0,20,INSTALLED AND USED,19,179,132,"3,402",137,"1,278,677","3,200",8,,,,,8,,RELATED TO NO. 2016-77
NEW YORK,SUFFOLK,2016-75,AMBRO,SPOTA,NARCOTICS,WC,D,03/17/2016,27,0,27,INSTALLED AND USED,27,699,332,"18,888","7,811","1,281,317","5,840",8,,,,,8,,RELATED TO NO. 2016-77
NEW YORK,SUFFOLK,2016-76,AMBRO,SPOTA,NARCOTICS,WC,D,03/24/2016,20,0,20,INSTALLED AND USED,20,173,89,"3,474",464,"1,278,677","3,200",8,,,,,8,,RELATED TO NO. 2016-77
NEW YORK,SUFFOLK,2016-77,AMBRO,SPOTA,NARCOTICS,WC,D,02/17/2016,30,1,57,INSTALLED AND USED,57,321,232,"18,300","7,721","1,276,499","1,022",8,,,,,8,,
NEW YORK,SUFFOLK,2016-78,AMBRO,SPOTA,NARCOTICS,WC,D,03/29/2016,15,0,15,INSTALLED AND USED,15,93,16,"1,403",214,"1,276,392",915,8,,,,,8,,RELATED TO NO. 2016-77
NEW YORK,SUFFOLK,2016-79,AMBRO,SPOTA,NARCOTICS,WC,D,02/26/2016,21,1,48,INSTALLED AND USED,47,41,157,"1,933",649,"1,276,146",669,8,,,,,8,,RELATED TO NO. 2016-77
NEW YORK,SUFFOLK,2016-80,CONDON,SPOTA,NARCOTICS,WC,D,06/02/2016,29,0,29,INSTALLED AND USED,26,6,27,165,9,,,27,,,,,15,,
NEW YORK,SUFFOLK,2016-81,CONDON,SPOTA,NARCOTICS,WC,D,06/02/2016,29,1,49,INSTALLED AND USED,48,290,27,"13,954","3,020","344,563","7,120",27,,,,,15,,RELATED TO NO. 2016-80
NEW YORK,SUFFOLK,2016-82,CONDON,SPOTA,NARCOTICS,WC,D,06/30/2016,20,0,20,INSTALLED AND USED,19,38,5,722,91,"337,985",542,27,,,,,15,,RELATED TO NO. 2016-80
