Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"TEXAS, SOUTHERN",2016-430,ROSENTHAL,,NARCOTICS,"WC,TX",D,09/30/2016,30,0,30,INSTALLED AND USED,30,3,6,115,27,"28,516","2,500",7,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-431,MILLER,,NARCOTICS,"WC,TX",D,10/21/2016,30,0,30,INSTALLED AND USED,9,4,5,43,22,"16,383","1,700",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-432,ROSENTHAL,,NARCOTICS,WC,D,09/30/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"28,212",642,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-433,LAKE,,NARCOTICS,"WC,TX",D,10/05/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"26,666","2,500",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-434,LAKE,,NARCOTICS,"WC,TX",D,08/15/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"49,024","5,900",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-435,LAKE,,NARCOTICS,"WC,TX",D,10/04/2016,30,0,30,INSTALLED AND USED,30,304,145,"9,133","2,670","14,995",642,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-436,LAKE,,NARCOTICS,"WC,TX",D,08/03/2016,30,1,60,INSTALLED AND USED,60,235,258,"14,124","3,493","50,075","4,350",2,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-437,HARMON,,NARCOTICS,"WC,TX",D,10/18/2016,30,0,30,INSTALLED AND USED,29,27,10,787,236,"28,420",642,3,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-438,GONZALES RAMOS,,NARCOTICS,"WC,TX",D,11/04/2016,30,0,30,INSTALLED AND USED,10,132,30,"1,327",776,"25,968",643,2,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-439,HARMON,,NARCOTICS,"WC,TX",D,11/10/2016,30,0,30,INSTALLED AND USED,8,0,0,0,0,"12,170","1,700",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-440,HARMON,,NARCOTICS,"WC,TX",D,10/21/2016,30,0,30,INSTALLED AND USED,30,104,47,"3,126",286,"24,077",643,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-441,HARMON,,NARCOTICS,"WC,TX",D,09/20/2016,30,1,60,INSTALLED AND USED,60,64,33,"3,865",565,"53,316","1,284",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-442,HARMON,,NARCOTICS,WC,D,09/01/2016,30,1,60,INSTALLED AND USED,57,39,187,"2,245",221,"52,502","1,250",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-443,GONZALES RAMOS,,NARCOTICS,"WC,TX",D,11/01/2016,30,0,30,INSTALLED AND USED,27,54,74,"1,483",457,"27,344",643,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-444,ELLISON,,NARCOTICS,"WC,TX",D,11/03/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"27,716","1,700",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-445,HARMON,HULSER,CONSPIRACY,"WC,WS,TX","D,H",11/09/2016,30,0,30,INSTALLED AND USED,30,,,,,"12,779",0,,,,,,,,
"TEXAS, SOUTHERN",2016-446,ELLISON,,NARCOTICS,"WC,TX",D,11/08/2016,30,0,30,INSTALLED AND USED,30,26,155,806,226,"55,432","3,400",1,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-447,GONZALES RAMOS,,NARCOTICS,"WC,TX",D,11/23/2016,30,0,30,INSTALLED AND USED,15,17,12,263,178,"14,071","2,500",2,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-448,GONZALES RAMOS,,NARCOTICS,"WC,TX",D,11/17/2016,30,0,30,INSTALLED AND USED,30,113,35,"3,392","1,478","27,344",643,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2016-449,ELLISON,,NARCOTICS,"WC,TX",D,11/18/2016,30,0,30,INSTALLED AND USED,30,17,18,534,329,"24,277","2,500",1,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-68,OLVERA,,NARCOTICS,"WC,TX",D,11/15/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"54,050","3,400",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-69,GILMORE,,NARCOTICS,"WC,TX",D,12/22/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"83,148","5,100",5,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-70,GONZALES RAMOS,,NARCOTICS,"WC,TX",D,01/18/2017,30,0,30,INSTALLED AND USED,5,8,5,43,26,"6,100","2,500",1,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-71,GONZALES RAMOS,,NARCOTICS,"WC,TX",D,01/26/2017,30,0,30,INSTALLED AND USED,12,142,3,"1,710",354,"10,372","1,700",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-72,MILLER,,NARCOTICS,TX,D,01/27/2017,30,0,30,INSTALLED AND USED,24,26,35,625,576,"15,600","2,000",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-73,GARCIA MARMOLEJO,,CONSPIRACY,EO,R,02/22/2017,30,0,30,INSTALLED AND USED,5,0,,0,,"27,924","13,005",0,,,,,,,
"TEXAS, SOUTHERN",2017-74,GARCIA MARMOLEJO,,CONSPIRACY,EO,R,02/22/2017,30,0,30,INSTALLED AND USED,5,1,,5,,"39,615",625,0,,,,,,,
"TEXAS, SOUTHERN",2017-75,GARCIA MARMOLEJO,,CONSPIRACY,EO,R,02/22/2017,30,0,30,INSTALLED AND USED,5,1,,5,,"44,087","17,153",0,,,,,,,
"TEXAS, SOUTHERN",2017-76,CRANE,,NARCOTICS,WC,D,02/15/2017,30,0,30,INSTALLED AND USED,13,8,3,109,10,"26,432",625,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-77,ELLISON,,NARCOTICS,"WC,TX",D,10/27/2016,30,2,90,INSTALLED AND USED,90,146,917,"13,214","2,256","297,434","17,525",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-78,MILLER,,NARCOTICS,"WC,TX",D,01/27/2017,30,0,30,INSTALLED AND USED,30,143,329,"4,318",960,"43,855",625,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-79,HUGHES,,NARCOTICS,WC,D,02/06/2017,30,0,30,INSTALLED AND USED,30,144,10,"4,322",545,"27,395","1,700",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-80,HUGHES,,NARCOTICS,TX,D,03/10/2017,30,0,30,INSTALLED AND USED,30,144,10,"4,322",545,"27,395","1,700",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-81,"HANKS, JR.",,NARCOTICS,WC,D,03/21/2017,30,0,30,INSTALLED AND USED,30,40,79,"1,220",275,"61,234","3,400",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-82,LAKE,,NARCOTICS,"WC,TX",D,04/07/2017,30,0,30,INSTALLED AND USED,16,0,0,0,0,"13,614","1,600",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-83,GONZALES RAMOS,,NARCOTICS,"WC,TX",D,03/27/2017,30,0,30,INSTALLED AND USED,30,0,0,0,0,"37,903",643,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-84,GONZALES RAMOS,,NARCOTICS,"WC,TX",D,04/06/2017,30,0,30,INSTALLED AND USED,30,98,20,"2,957",170,"27,322",625,1,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-85,BENNETT,,EXTORTION,WC,D,07/28/2016,30,8,270,INSTALLED AND USED,270,153,910,"41,446","8,273","1,165,355","7,380",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-86,OLVERA,,NARCOTICS,"WC,TX",D,03/15/2017,30,1,60,INSTALLED AND USED,60,0,0,0,0,"56,834","1,250",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-87,SALDANA,,NARCOTICS,"WC,TX",D,04/21/2017,30,0,30,INSTALLED AND USED,29,0,0,0,0,"28,097","1,700",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-88,HUGHES,,NARCOTICS,WC,D,02/10/2017,30,2,90,INSTALLED AND USED,74,18,89,"1,352",474,"73,613","5,100",1,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-89,HUGHES,,NARCOTICS,WC,D,05/08/2017,30,0,30,INSTALLED AND USED,30,22,55,666,72,"43,638","4,043",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-90,HARMON,,NARCOTICS,"WC,TX",D,05/12/2017,30,0,30,INSTALLED AND USED,24,88,55,"2,125",596,"27,691","3,143",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-91,HARMON,,NARCOTICS,WC,D,05/17/2017,30,0,30,INSTALLED AND USED,30,171,37,"5,150",874,"27,860",643,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-92,HARMON,,NARCOTICS,"WC,TX",D,05/16/2017,30,0,30,INSTALLED AND USED,30,0,0,0,0,"26,432",625,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-93,GONZALES RAMOS,,NARCOTICS,"WC,TX",D,05/05/2017,30,1,60,INSTALLED AND USED,59,50,153,"2,994",886,"53,250","1,250",1,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-94,SALDANA,,NARCOTICS,"WC,TX",D,06/16/2017,30,0,30,INSTALLED AND USED,30,0,0,0,0,"28,817","1,600",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-95,ELLISON,,CORRUPTION,WC,D,06/21/2017,30,0,30,INSTALLED AND USED,30,143,95,"4,303",255,"32,122",615,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-96,CRANE,,NARCOTICS,WC,D,05/03/2017,30,1,60,INSTALLED AND USED,60,64,88,"3,893",581,"35,196","1,424",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-97,ELLISON,,NARCOTICS,WC,D,06/19/2017,30,1,60,INSTALLED AND USED,43,100,28,"4,329",218,"54,385","2,120",2,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-98,LAKE,,COERCION,WC,H,04/04/2017,30,2,90,INSTALLED AND USED,89,68,121,"6,130","2,139","263,533","6,001",13,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-99,HARMON,,NARCOTICS,"WC,TX",D,07/11/2017,30,0,30,INSTALLED AND USED,30,256,23,"7,700",487,"56,089","2,225",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-100,HARMON,,BRIBERY,WC,D,05/30/2017,30,1,60,INSTALLED AND USED,60,35,100,"2,158",0,"62,423",625,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-101,MILLER,,NARCOTICS,"WC,TX",D,08/02/2017,30,0,30,INSTALLED AND USED,30,0,0,0,0,"53,099","2,242",0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-102,GILMORE,,RACKETEERING,WC,D,07/11/2017,30,1,60,INSTALLED AND USED,60,119,525,"7,190",423,"121,833",0,0,0,0,0,0,0,,
"TEXAS, SOUTHERN",2017-103,MILLER,,CONSPIRACY,WC,D,08/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-104,ELLISON,HULSER,CORRUPTION,WC,D,06/21/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-105,"HANKS, JR.",,$LAUNDERING,"WC,TX",D,07/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-106,SALDANA,,DRUGS - ILLEGAL,"WC,TX",D,06/20/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-107,HARMON,HULSER,EXTORTION,WC,D,05/25/2017,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-108,SALDANA,,NARCOTICS,WC,D,11/20/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-109,HANKS,HULSER,CONSPIRACY,WC,D,10/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-110,HINOJOSA,HULSER,DRUGS - ILLEGAL,WC,D,05/31/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-111,RAMOS,,CONSPIRACY,"WC,TX",D,09/12/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-112,"HEAD, JR.",HULSER,CONSPIRACY,"WC,OM",D,11/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-113,GILMORE,SWARTZ,CONSPIRACY,"WC,TX",D,07/26/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-114,GILMORE,,CONSPIRACY,WC,D,07/11/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-115,GILMORE,HULSER,CONSPIRACY,WC,D,07/07/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-116,HANKS,DOWNING,CONSPIRACY,WC,D,08/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-117,RAMOS,HULSER,CONSPIRACY,"WC,TX",D,06/08/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-118,"HEAD, JR.",,CONSPIRACY,WC,D,10/03/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-119,OLVERA,DOWNING,NARCOTICS,WC,D,11/15/2016,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-120,GARCIA MARMOLEJO,HULSER,DRUGS - ILLEGAL,WC,D,06/07/2017,30,0,30,INSTALLED AND USED,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-121,HUGHES,DOWNING,CONSPIRACY,"WC,TX",D,02/09/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-122,HUGHES,,CONSPIRACY,"WC,TX",D,02/21/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-123,HARMON,HULSER,NARCOTICS,"WC,TX",D,05/01/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-124,ELLISON,DOWNING,CONSPIRACY,WC,D,06/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-125,ALVAREZ,BLANCO,NARCOTICS,WC,D,04/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-126,HUGHES,,CONSPIRACY,WC,D,02/07/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-127,ALVAREZ,BLANCO,NARCOTICS,WC,D,02/15/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-128,RAMOS,BLANCO,CONSPIRACY,WC,D,04/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-129,RAMOS,,CONSPIRACY,WC,D,02/21/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-130,HARMON,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,05/15/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-131,LAKE,SWARTZ,CONSPIRACY,"WC,TX",D,04/07/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-132,ALVAREZ,BLANCO,NARCOTICS,WC,D,04/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-133,LAKE,HULSER,CONSPIRACY,WC,D,07/28/2016,30,8,270,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-134,HARMON,DOWNING,CONSPIRACY,"WC,TX",D,02/24/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-135,GARCIA MARMOLEJO,HULSER,DRUGS - ILLEGAL,"WC,TX",D,08/02/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-136,HINOJOSA,,DRUGS - ILLEGAL,WC,D,12/01/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-137,ELLISON,HULSER,CONSPIRACY,WC,D,06/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-138,HANKS,DOWNING,CONSPIRACY,WC,D,08/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-139,HANKS,DOWNING,CONSPIRACY,WC,D,08/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-140,HANKS,DOWNING,CONSPIRACY,WC,D,08/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-141,HANKS,DOWNING,CONSPIRACY,WC,D,08/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-142,LAKE,BLANCO,CONSPIRACY,"WC,TX,AP",D,04/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-143,GILMORE,HULSER,CONSPIRACY,"WC,TX,AP",D,07/11/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-144,BENNETT,,CONSPIRACY,"WC,TX,AP",D,10/26/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-145,HARMON,HULSER,CONSPIRACY,"WC,TX,AP",D,05/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-146,HANKS,DOWNING,CONSPIRACY,WC,D,08/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-147,HANKS,HULSER,CONSPIRACY,WC,D,06/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-148,HANKS,HULSER,CONSPIRACY,WC,D,06/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-149,HANKS,HULSER,CONSPIRACY,WC,D,06/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-150,HUGHES,HULSER,CONSPIRACY,WC,D,05/09/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-151,SALDANA,,DRUGS - ILLEGAL,EO,-99,04/20/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-152,SALDANA,,DRUGS - ILLEGAL,EO,D,07/07/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-153,MILLER,,CONSPIRACY,"WC,TX",D,08/03/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-154,ELLISON,,CONSPIRACY,"WC,TX,AP",D,06/15/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-155,"HANKS, JR.",BLANCO,CONSPIRACY,WC,D,03/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-156,"HANKS, JR.",BLANCO,CONSPIRACY,WC,D,03/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-157,GILMORE,BLANCO,CONSPIRACY,"WC,TX",D,12/12/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-158,"HANKS, JR.",BLANCO,CONSPIRACY,WC,D,03/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-159,"HANKS, JR.",,CONSPIRACY,WC,D,02/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-160,RAMOS,BITKOWER,CONSPIRACY,"WC,TX",D,01/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-161,RAMOS,BITKOWER,CONSPIRACY,WC,D,01/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-162,HANKS,HULSER,CONSPIRACY,WC,D,10/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-163,HANKS,HULSER,CONSPIRACY,WC,D,10/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-164,MILLER,,CONSPIRACY,"WC,TX",D,01/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-165,HANKS,DOWNING,CONSPIRACY,WC,D,08/23/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-166,"HANKS, JR.",,CONSPIRACY,"WC,TX",D,03/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-167,"HANKS, JR.",HULSER,CONSPIRACY,"WC,TX",D,06/26/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-168,CRANE,SWARTZ,NARCOTICS,"WC,EO",D,09/18/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-169,CRANE,SWARTZ,NARCOTICS,WC,D,05/03/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-170,CRANE,SWARTZ,NARCOTICS,WC,D,03/22/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-171,RAMOS,BLANCO,CONSPIRACY,"WC,TX",D,05/12/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,RELATED TO NO. 2017-117,RELATED TO NO. 2017-117
"TEXAS, SOUTHERN",2017-172,BENNETT,DOWNING,CONSPIRACY,"WC,TX",D,10/31/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-173,HANKS,HULSER,CONSPIRACY,WC,D,10/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-174,ELLISON,HULSER,CONSPIRACY,"WC,TX",D,06/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-175,"HANKS, JR.",,CONSPIRACY,WC,D,02/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-176,MILLER,HULSER,CONSPIRACY,"WC,TX,AP",D,08/21/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-177,SALDANA,SWARTZ,NARCOTICS,WC,D,03/31/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-178,LAKE,HULSER,CONSPIRACY,"WC,TX",D,04/03/2017,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-179,BENNETT,DOWNING,CONSPIRACY,WC,D,10/05/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-180,HARMON,,CONSPIRACY,"WC,TX",D,03/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-181,BENNETT,,CONSPIRACY,"WC,TX",D,10/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-182,HINOJOSA,,DRUGS - ILLEGAL,WC,D,12/01/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-183,"HANKS, JR.",,DRUGS - ILLEGAL,WC,D,08/16/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-184,HANKS,HULSER,CONSPIRACY,WC,D,10/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-185,HANKS,HULSER,CONSPIRACY,WC,D,10/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-186,"OLVERA, JR.",BLANCO,NARCOTICS,WC,D,03/16/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-187,"OLVERA, JR.",,NARCOTICS,WC,D,10/03/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-188,HANKS,HULSER,CONSPIRACY,WC,D,06/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, SOUTHERN",2017-189,"HANKS, JR.",BLANCO,CONSPIRACY,WC,D,03/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"TEXAS, WESTERN",2013-92,GUADERRAMA,,NARCOTICS,"WC,TX",D,03/01/2013,30,1,60,INSTALLED AND USED,57,0,0,0,0,"27,471","2,150",0,0,0,0,0,0,,
"TEXAS, WESTERN",2013-93,GUADERRAMA,,NARCOTICS,"WC,TX",D,08/02/2013,30,0,30,INSTALLED AND USED,29,0,0,0,0,"26,829","2,469",0,0,0,0,0,0,,
"TEXAS, WESTERN",2013-94,YEAKEL,,NARCOTICS,WC,D,11/04/2013,30,0,30,INSTALLED AND USED,20,0,0,0,0,"18,316","1,350",0,0,0,0,0,0,,
