,Jurisdiction,A.O. Number,Judge,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related,year,month
2149,"NORTH CAROLINA, WESTERN",2016-20,WHITNEY,MURDER,"WC,EO",D,2016-10-13,30.0,1.0,60.0,INSTALLED AND USED,60.0,298.0,750,"17,892","2,366",0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-17,RELATED TO NO. 2014-17,2016.0,10.0
2150,"NORTH CAROLINA, WESTERN",2016-21,WHITNEY,MURDER,"WC,EO",D,2016-11-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,596.0,750,"17,892","2,366",0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-17,RELATED TO NO. 2014-17,2016.0,11.0
2152,"NORTH CAROLINA, WESTERN",2017-6,"OSTEEN, JR.",NARCOTICS,"WC,TX",D,2016-12-20,30.0,0.0,30.0,INSTALLED AND USED,18.0,0.0,0,0,0,24782,650,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-7,2016.0,12.0
2153,"NORTH CAROLINA, WESTERN",2017-7,"OSTEEN, JR.",NARCOTICS,WC,D,2016-11-04,30.0,1.0,60.0,INSTALLED AND USED,48.0,24.0,6,"1,195",199,52903,"2,300",2.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
2154,"NORTH CAROLINA, WESTERN",2017-8,"OSTEEN, JR.",NARCOTICS,WC,D,2017-04-05,30.0,0.0,30.0,INSTALLED AND USED,30.0,249.0,29,"7,475",623,114049,"4,825",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
2155,"NORTH CAROLINA, WESTERN",2017-9,WHITNEY,NARCOTICS,WC,D,2017-06-12,30.0,1.0,60.0,INSTALLED AND USED,60.0,147.0,278,"8,822","5,326",203899,"3,447",10.0,0.0,0.0,0.0,0.0,1.0,,,2017.0,6.0
2156,"NORTH CAROLINA, WESTERN",2017-10,WHITNEY,NARCOTICS,EE,O,2017-06-21,30.0,1.0,60.0,INSTALLED AND USED,60.0,76.0,1,"4,581",239,65810,0,1.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
2157,"NORTH CAROLINA, WESTERN",2017-11,WHITNEY,NARCOTICS,WC,D,2017-07-18,30.0,2.0,90.0,INSTALLED AND USED,80.0,110.0,278,"8,822","5,326",0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-9,RELATED TO NO. 2017-9,2017.0,7.0
2166,"OHIO, NORTHERN",2016-75,BOYKO,NARCOTICS,"WC,TX",D,2016-02-24,30.0,0.0,30.0,INSTALLED AND USED,18.0,126.0,2,"2,285",401,27970,"1,700",4.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,2.0
2167,"OHIO, NORTHERN",2016-76,PEARSON,NARCOTICS,WC,D,2016-01-21,30.0,2.0,90.0,INSTALLED AND USED,90.0,134.0,0,"12,133",584,1560,"1,560",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-72,2016.0,1.0
2168,"OHIO, NORTHERN",2016-77,GWIN,NARCOTICS,WC,D,2016-03-01,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,2800,"2,800",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,3.0
2169,"OHIO, NORTHERN",2016-78,GWIN,NARCOTICS,WC,D,2016-05-18,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-77,2016.0,5.0
2170,"OHIO, NORTHERN",2016-79,PEARSON,NARCOTICS,"WC,TX",D,2016-04-14,30.0,1.0,60.0,INSTALLED AND USED,60.0,61.0,11,"3,664",385,82865,"3,975",7.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,4.0
2171,"OHIO, NORTHERN",2016-80,NUGENT,NARCOTICS,WC,D,2016-06-30,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,903,903,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-77,2016.0,6.0
2172,"OHIO, NORTHERN",2016-81,ADAMS,NARCOTICS,"WC,TX",D,2016-08-25,30.0,1.0,60.0,INSTALLED AND USED,58.0,202.0,40,"11,727","5,326",53453,"4,000",3.0,0.0,0.0,0.0,0.0,3.0,,,2016.0,8.0
2173,"OHIO, NORTHERN",2016-82,ADAMS,NARCOTICS,"WC,TX",D,2016-10-12,30.0,1.0,60.0,INSTALLED AND USED,58.0,170.0,20,"9,892","2,863",26822,"4,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
2174,"OHIO, NORTHERN",2016-83,NUGENT,NARCOTICS,WC,D,2016-11-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,1600,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-77,2016.0,11.0
2175,"OHIO, NORTHERN",2017-10,ADAMS,NARCOTICS,"WC,TX",D,2016-12-02,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,25504,"2,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
2176,"OHIO, NORTHERN",2017-11,PEARSON,NARCOTICS,WC,D,2016-10-21,30.0,1.0,60.0,INSTALLED AND USED,60.0,53.0,145,"3,209",204,37029,"1,250",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-15,2016.0,10.0
2177,"OHIO, NORTHERN",2017-12,PEARSON,NARCOTICS,TX,D,2016-12-02,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,34,339,52,25179,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
2178,"OHIO, NORTHERN",2017-13,GWIN,NARCOTICS,WC,D,2016-11-23,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,126636,"6,370",13.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
2179,"OHIO, NORTHERN",2017-14,LIOI,NARCOTICS,"WC,TX",D,2016-10-28,30.0,1.0,60.0,INSTALLED AND USED,60.0,21.0,52,"1,279",261,75463,943,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
2180,"OHIO, NORTHERN",2017-15,PEARSON,NARCOTICS,"WC,TX",D,2017-01-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,47.0,91,"1,433",963,25728,"2,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
2181,"OHIO, NORTHERN",2017-16,ADAMS,NARCOTICS,"WC,TX",D,2017-01-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,16,174,23,25022,"2,200",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
2182,"OHIO, NORTHERN",2017-17,NUGENT,NARCOTICS,WC,D,2017-01-27,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-13,RELATED TO NO. 2017-13,2017.0,1.0
2183,"OHIO, NORTHERN",2017-18,GAUGHAN,NARCOTICS,"WC,TX",D,2017-01-03,30.0,1.0,60.0,INSTALLED AND USED,60.0,16.0,47,"1,009",213,125065,"10,810",1.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
2184,"OHIO, NORTHERN",2017-19,PEARSON,NARCOTICS,"WC,TX",D,2017-03-06,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,4,116,23,25431,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
2185,"OHIO, NORTHERN",2017-20,BOYKO,NARCOTICS,WC,D,2017-03-08,30.0,1.0,60.0,INSTALLED AND USED,41.0,0.0,0,0,0,1130,"1,130",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-77,2017.0,3.0
2186,"OHIO, NORTHERN",2017-21,HELMICK,NARCOTICS,WC,D,2017-03-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,14,79,79,62747,520,3.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
2187,"OHIO, NORTHERN",2017-22,PEARSON,NARCOTICS,"WC,TX",D,2017-02-21,30.0,1.0,60.0,INSTALLED AND USED,60.0,95.0,65,"5,754",987,75462,942,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
2188,"OHIO, NORTHERN",2017-23,GWIN,NARCOTICS,WC,D,2017-05-02,30.0,0.0,30.0,INSTALLED AND USED,21.0,0.0,0,0,0,1535,"1,535",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
2189,"OHIO, NORTHERN",2017-24,HELMICK,NARCOTICS,WC,D,2017-05-05,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,41,105,105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-21,RELATED TO NO. 2017-21,2017.0,5.0
2190,"OHIO, NORTHERN",2017-25,NUGENT,NARCOTICS,WC,D,2017-02-24,30.0,3.0,120.0,INSTALLED AND USED,108.0,8.0,0,938,191,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-13,RELATED TO NO. 2017-13,2017.0,2.0
2191,"OHIO, NORTHERN",2017-26,BOYKO,NARCOTICS,WC,D,2017-04-24,30.0,1.0,60.0,INSTALLED AND USED,60.0,14.0,134,867,867,89459,642,19.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
2192,"OHIO, NORTHERN",2017-27,PEARSON,NARCOTICS,WC,D,2017-05-05,30.0,1.0,60.0,INSTALLED AND USED,60.0,15.0,125,904,904,26607,912,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
2193,"OHIO, NORTHERN",2017-28,BOYKO,NARCOTICS,WC,D,2017-07-10,30.0,0.0,30.0,INSTALLED AND USED,14.0,0.0,0,0,0,45183,775,15.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,7.0
2194,"OHIO, NORTHERN",2017-29,HELMICK,NARCOTICS,WC,D,2017-05-31,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,8,49,49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-21,RELATED TO NO. 2017-21,2017.0,5.0
2195,"OHIO, NORTHERN",2017-30,NUGENT,NARCOTICS,WC,D,2017-07-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-77,2017.0,7.0
2196,"OHIO, NORTHERN",2017-31,LIOI,NARCOTICS,WC,D,2017-04-27,30.0,2.0,90.0,INSTALLED AND USED,90.0,11.0,0,"1,000",958,2825,"2,825",2.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
2197,"OHIO, NORTHERN",2017-32,PEARSON,NARCOTICS,WC,D,2017-07-17,30.0,0.0,30.0,INSTALLED AND USED,30.0,14.0,104,441,441,29177,642,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-27,2017.0,7.0
2198,"OHIO, NORTHERN",2017-33,BOYKO,NARCOTICS,"WC,WS",D,2017-07-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,24.0,93,737,737,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-28,RELATED TO NO. 2017-28,2017.0,7.0
2199,"OHIO, NORTHERN",2017-34,POLSTER,NARCOTICS,WC,D,2017-08-15,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-39,RELATED TO NO. 2017-23,2017.0,8.0
2200,"OHIO, NORTHERN",2017-35,GWIN,NARCOTICS,WC,D,2017-09-08,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,1750,"1,750",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-23,2017.0,9.0
2201,"OHIO, NORTHERN",2017-36,BOYKO,NARCOTICS,WC,D,2017-09-11,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,615,615,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,9.0
2202,"OHIO, NORTHERN",2017-37,NUGENT,OTHER,WC,D,2017-09-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,31,102,0,26199,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,9.0
2203,"OHIO, NORTHERN",2017-38,PEARSON,NARCOTICS,WC,D,2017-09-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,23,102,102,45758,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,9.0
2204,"OHIO, NORTHERN",2017-39,GWIN,NARCOTICS,WC,D,2017-05-24,30.0,4.0,150.0,INSTALLED AND USED,150.0,0.0,0,0,0,4910,"4,910",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-23,2017.0,5.0
2205,"OHIO, NORTHERN",2017-40,OLIVER,OTHER,WC,D,2017-09-29,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-37,RELATED TO NO. 2017-37,2017.0,9.0
2206,"OHIO, NORTHERN",2017-41,LIOI,NARCOTICS,WC,D,2017-10-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,26.0,5,800,789,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-31,RELATED TO NO. 2017-31,2017.0,10.0
2207,"OHIO, NORTHERN",2017-42,PEARSON,NARCOTICS,WC,D,2017-09-22,30.0,1.0,60.0,INSTALLED AND USED,59.0,6.0,60,372,202,24745,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,9.0
2208,"OHIO, NORTHERN",2017-43,PEARSON,NARCOTICS,WC,D,2017-10-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-31,RELATED TO NO. 2017-31,2017.0,10.0
2209,"OHIO, NORTHERN",2017-44,GAUGHAN,OTHER,WC,D,2017-10-13,30.0,1.0,60.0,INSTALLED AND USED,60.0,2.0,32,130,82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-37,RELATED TO NO. 2017-37,2017.0,10.0
2210,"OHIO, NORTHERN",2017-45,HELMICK,NARCOTICS,WC,D,2017-11-22,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,11.0
2211,"OHIO, NORTHERN",2017-46,GAUGHAN,OTHER,WC,D,2017-10-27,30.0,1.0,60.0,INSTALLED AND USED,60.0,1.0,17,86,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-37,RELATED TO NO. 2017-37,2017.0,10.0
2218,"OHIO, SOUTHERN",2013-25,BARRETT,NARCOTICS,"WC,TX",D,2013-10-25,30.0,1.0,60.0,INSTALLED AND USED,45.0,0.0,0,0,0,50999,"4,902",0.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,10.0
2220,"OHIO, SOUTHERN",2016-17,WATSON,CONSPIRACY,WC,D,2015-11-25,30.0,2.0,90.0,INSTALLED AND USED,90.0,32.0,175,"2,969",602,100240,30,3.0,0.0,0.0,0.0,0.0,2.0,,,2015.0,11.0
2221,"OHIO, SOUTHERN",2016-18,RICE,NARCOTICS,WC,R,2016-08-22,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,6,135,23,21278,"1,974",6.0,0.0,0.0,0.0,0.0,4.0,,,2016.0,8.0
2222,"OHIO, SOUTHERN",2016-19,WATSON,NARCOTICS,"WC,TX",D,2016-09-08,30.0,0.0,30.0,INSTALLED AND USED,30.0,89.0,121,"2,672",391,23540,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
2223,"OHIO, SOUTHERN",2016-20,WATSON,NARCOTICS,"WC,TX",D,2016-09-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,89.0,172,"2,680",378,32069,"3,200",3.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
2224,"OHIO, SOUTHERN",2016-21,WATSON,NARCOTICS,"WC,TX",D,2016-10-28,30.0,0.0,30.0,INSTALLED AND USED,30.0,216.0,295,"6,485",634,59457,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
2225,"OHIO, SOUTHERN",2016-22,BLACK,CORRUPTION,OO,B,2016-12-02,30.0,0.0,30.0,INSTALLED AND USED,1.0,0.0,0,0,0,721,0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-23,2016.0,12.0
2226,"OHIO, SOUTHERN",2016-23,BLACK,CORRUPTION,WC,R,2016-06-10,30.0,6.0,210.0,INSTALLED AND USED,210.0,52.0,214,"10,992",843,72174,"3,280",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,6.0
2227,"OHIO, SOUTHERN",2017-9,BARRETT,NARCOTICS,"WC,TX",D,2016-10-27,30.0,2.0,90.0,INSTALLED AND USED,88.0,13.0,84,"1,185",216,76045,"2,829",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-10,2016.0,10.0
2228,"OHIO, SOUTHERN",2017-10,BARRETT,NARCOTICS,"WC,TX",D,2016-11-23,30.0,2.0,90.0,INSTALLED AND USED,64.0,15.0,48,963,332,56909,"2,829",8.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
2229,"OHIO, SOUTHERN",2017-11,BARRETT,NARCOTICS,WC,D,2017-01-31,30.0,0.0,30.0,INSTALLED AND USED,2.0,3.0,6,6,0,3109,625,1.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
2230,"OHIO, SOUTHERN",2017-12,ROSE,NARCOTICS,WC,D,2017-03-10,30.0,0.0,30.0,INSTALLED AND USED,14.0,37.0,10,531,78,8690,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
2231,"OHIO, SOUTHERN",2017-13,BARRETT,NARCOTICS,WC,R,2017-03-15,30.0,0.0,30.0,INSTALLED AND USED,30.0,1.0,4,43,10,17914,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-14,2017.0,3.0
2232,"OHIO, SOUTHERN",2017-14,BLACK,NARCOTICS,WC,R,2017-02-03,30.0,2.0,90.0,INSTALLED AND USED,90.0,21.0,26,"1,935",785,26257,"1,745",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
2233,"OHIO, SOUTHERN",2017-15,DLOTT,NARCOTICS,"WC,TX",D,2017-05-30,30.0,0.0,30.0,INSTALLED AND USED,27.0,131.0,186,"3,556",534,27031,"1,600",16.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
2234,"OHIO, SOUTHERN",2017-16,DLOTT,NARCOTICS,WC,R,2017-06-19,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,124,109661,590,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
2235,"OHIO, SOUTHERN",2017-17,ROSE,NARCOTICS,WC,R,2017-03-28,30.0,2.0,90.0,INSTALLED AND USED,90.0,105.0,70,"9,491","2,583",80548,"3,280",9.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
2251,"OKLAHOMA, NORTHERN",2017-1,EAGAN,NARCOTICS,WC,D,2016-12-16,30.0,0.0,30.0,INSTALLED AND USED,30.0,32.0,15,966,340,28618,400,5.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
2252,"OKLAHOMA, NORTHERN",2017-2,FRIZZELL,NARCOTICS,WC,D,2017-07-27,30.0,1.0,60.0,INSTALLED AND USED,37.0,3.0,11,138,138,347197,"3,182",6.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,7.0
2253,"OKLAHOMA, NORTHERN",2017-3,FRIZZELL,NARCOTICS,WC,D,2017-09-15,30.0,0.0,30.0,INSTALLED AND USED,30.0,189.0,1,"5,675","5,130",0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-2,RELATED TO NO. 2017-2,2017.0,9.0
2259,"OKLAHOMA, WESTERN",2016-19,HEATON,NARCOTICS,WC,D,2016-08-02,30.0,0.0,30.0,INSTALLED AND USED,30.0,28.0,34,844,0,680728,"8,042",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
2260,"OKLAHOMA, WESTERN",2016-20,HEATON,NARCOTICS,WC,D,2016-08-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,6,103,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-19,RELATED TO NO. 2016-19,2016.0,8.0
2261,"OKLAHOMA, WESTERN",2016-21,HEATON,NARCOTICS,WC,D,2016-09-09,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-19,RELATED TO NO. 2016-19,2016.0,9.0
2262,"OKLAHOMA, WESTERN",2016-22,HEATON,NARCOTICS,WC,D,2016-09-15,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,6,181,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-19,RELATED TO NO. 2016-19,2016.0,9.0
2263,"OKLAHOMA, WESTERN",2016-23,DEGUISTI,NARCOTICS,WC,D,2016-10-03,30.0,0.0,30.0,INSTALLED AND USED,22.0,17.0,19,394,175,18743,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
2264,"OKLAHOMA, WESTERN",2016-24,DEGUISTI,NARCOTICS,"WC,TX",D,2016-10-21,30.0,0.0,30.0,INSTALLED AND USED,12.0,18.0,8,222,115,6415,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
2265,"OKLAHOMA, WESTERN",2016-25,HEATON,NARCOTICS,WC,D,2016-10-04,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-19,RELATED TO NO. 2016-19,2016.0,10.0
2266,"OKLAHOMA, WESTERN",2017-8,MILES-LAGRANGE,NARCOTICS,WC,D,2017-01-24,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,2,91,20,580910,"11,218",11.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
2267,"OKLAHOMA, WESTERN",2017-9,MILES-LAGRANGE,NARCOTICS,WC,D,2017-02-06,30.0,0.0,30.0,INSTALLED AND USED,30.0,74.0,10,"2,225",529,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-8,RELATED TO NO. 2017-8,2017.0,2.0
2268,"OKLAHOMA, WESTERN",2017-10,MILES-LAGRANGE,NARCOTICS,WC,D,2017-02-17,30.0,0.0,30.0,INSTALLED AND USED,19.0,103.0,3,"1,970",720,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-8,RELATED TO NO. 2017-8,2017.0,2.0
2269,"OKLAHOMA, WESTERN",2017-11,MILES-LAGRANGE,NARCOTICS,WC,D,2017-02-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,13.0,2,410,115,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-8,RELATED TO NO. 2017-8,2017.0,2.0
2270,"OKLAHOMA, WESTERN",2017-12,MILES-LAGRANGE,NARCOTICS,WC,D,2017-02-08,30.0,1.0,60.0,INSTALLED AND USED,60.0,13.0,22,802,802,78438,"1,982",14.0,0.0,0.0,0.0,0.0,4.0,,,2017.0,2.0
2271,"OKLAHOMA, WESTERN",2017-13,MILES-LAGRANGE,NARCOTICS,WC,D,2017-03-09,30.0,1.0,60.0,INSTALLED AND USED,42.0,52.0,5,"2,187",945,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-8,RELATED TO NO. 2017-8,2017.0,3.0
2272,"OKLAHOMA, WESTERN",2017-14,MILES-LAGRANGE,NARCOTICS,WC,D,2017-01-27,30.0,2.0,90.0,INSTALLED AND USED,61.0,9.0,9,591,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-8,RELATED TO NO. 2017-8,2017.0,1.0
2273,"OKLAHOMA, WESTERN",2017-15,MILES-LAGRANGE,NARCOTICS,WC,D,2017-03-14,30.0,1.0,60.0,INSTALLED AND USED,60.0,53.0,10,"3,191",783,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-8,RELATED TO NO. 2017-8,2017.0,3.0
2274,"OKLAHOMA, WESTERN",2017-16,MILES-LAGRANGE,NARCOTICS,WC,D,2017-04-18,30.0,0.0,30.0,INSTALLED AND USED,30.0,15.0,4,471,222,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-8,RELATED TO NO. 2017-8,2017.0,4.0
2275,"OKLAHOMA, WESTERN",2017-17,MILES-LAGRANGE,NARCOTICS,WC,D,2017-02-07,30.0,4.0,150.0,INSTALLED AND USED,149.0,108.0,41,"16,154","1,948",504658,"7,174",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
2276,"OKLAHOMA, WESTERN",2017-18,MILES-LAGRANGE,NARCOTICS,WC,D,2017-08-17,30.0,0.0,30.0,INSTALLED AND USED,30.0,22.0,2,682,199,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-17,RELATED TO NO. 2017-17,2017.0,8.0
2277,"OKLAHOMA, WESTERN",2017-19,RUSSELL,NARCOTICS,WC,D,2017-09-13,30.0,1.0,60.0,INSTALLED AND USED,33.0,3.0,10,108,108,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-20,RELATED TO NO. 2017-20,2017.0,9.0
2278,"OKLAHOMA, WESTERN",2017-20,RUSSELL,NARCOTICS,WC,D,2017-08-24,30.0,1.0,60.0,INSTALLED AND USED,60.0,32.0,33,"1,923","1,923",153878,"4,440",8.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,8.0
2279,"OKLAHOMA, WESTERN",2017-21,RUSSELL,NARCOTICS,WC,D,2017-10-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,7,8,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-20,RELATED TO NO. 2017-20,2017.0,10.0
2307,OREGON,2016-74,MCSHANE,NARCOTICS,"WC,TX",D,2016-06-10,30.0,2.0,90.0,INSTALLED AND USED,90.0,69.0,275,"6,298",337,60085,"4,138",4.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,6.0
2308,OREGON,2016-75,MOSMAN,NARCOTICS,WC,D,2016-11-16,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,15,142,50,15620,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-9,2016.0,11.0
2309,OREGON,2016-76,MOSMAN,NARCOTICS,WC,D,2016-11-18,30.0,0.0,30.0,INSTALLED AND USED,26.0,8.0,12,218,114,15420,"1,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-9,2016.0,11.0
